"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nauru","NRU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293916515.890557","238090726.055803","199376465.46317","167242190.214574","160776372.644698","148037336.326177","130480799.44312","118798052.226256","104794157.146633","97911042.1307576","91198071.8863471","85032063.3189774","76553287.6257332","76771186.7847279","73458581.9358325","73197327.315975","79293757.6243044","61702195.666839","74277663.1482088","70079539.5419044","69967428.4591351","80038983.2962404","100272294.410414","103929967.420312","120998734.798848","124263301.56465","129685208.313688","121889532.183435","120403550.06313","130621882.204322","133210572.12898","142810518.114461","147127160.639497","147996240.300601","",
"New Zealand","NZL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102175617344.306","101061162691.542","102166535247.105","108697040713.212","114261140008.468","119657208748.476","123977878042.925","126555566314.013","127642773053.515","134504798986.93","138365880594.666","143086192166.651","149831050856.795","156916512922.277","163331667402.388","168808572564.376","173500727283.632","178792344202.948","176576150320","176484414732.717","179033946151.076","183046709566.102","187237496194.7","192405587348.627","199629107670.182","207083329963.73","214845458136.702","222144365297.584","229918300764.498","235348884068.524","234348871462.291","245002951497.064","251801397885.095","253647863004.095","",
"OECD members","OED","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36645656578914.5","37087078723112.9","37848275895662.6","38365218937611.5","39575904210367.6","40630366570576.6","41915506249600.3","43463766955987.1","44759979274624.1","46226739184183","48147985023532","48819572708866.6","49584529178303.2","50592335090826","52275738446486.3","53774130348133.3","55508448621584.9","57021402446044","57286244716179.6","55293635702668.4","56971780073313.6","58160802606275.4","58919754428018.5","59863621327869.3","61187677310996.1","62762266455976.4","63942120345705.3","65648965653214.3","67198225511723.9","68420543663078.6","65639510010528.3","69635113381117.6","71845632726839.7","73131568748397.9","",
"Oman","OMN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62093919315.8457","65865552351.3256","71407403692.9615","75722525016.8907","78657359079.7766","82587725352.4325","85103297839.5262","90238015958.6281","90176767724.1357","90445129903.4862","96045863748.2369","100476619353.446","99688716081.1158","97500882042.6817","99443601849.5056","102207580679.766","106980485428.893","112308813972.947","122360519029.637","129680084836.669","132885774673.996","136732299244.687","148851050089.595","156632542510.424","158656630134.339","166616525284.567","175024701514.049","175556877361.236","177816476803.564","175809572445.37","169867700237.038","174253981507.44","190942470253.831","193444656976.928","",
"Other small states","OSS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149407548942.947","151610689994.486","149128188059.429","153091640648.934","156124926071.222","162767516862.85","168177162935.361","178144582714.594","183436510408.75","187761734858.94","200991112463.66","207032974174.803","214545868321.004","224760627612.956","235076221340.3","246045914573.607","261567778595.514","276296983146.649","281619073350.743","273328881130.854","282376422775.474","291881470685.063","297781373899.025","303586358611.033","311461088463.175","320985964725.779","332982744770.716","349193079460.506","361800325374.939","376227297995.596","354743587256.667","378247244521.098","394260932150.686","404622652360.322","",
"Pakistan","PAK","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","371666437763.716","390478586348.509","420568467210.417","427960999760.678","443955680746.525","465987465964.472","488571927288.817","493527981429.021","506114101282.509","524638549202.434","546988613138.786","566961082799.092","581672683569.946","613090633473.714","661103327854.397","709209003607.717","752127762869.498","785558445527.773","802215749225.919","830073097004.25","842538450143.46","865119465149.014","891311682885.811","930234061250.392","968526478209.654","1009378364242.3","1075733265592.48","1123416497011.63","1192525738990.65","1222310702240.68","1206737395064.25","1285342890384.16","1346757947320.27","1346223385114.88","",
"Panama","PAN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27836330176.8021","30458235723.4795","32956322800.1714","34754335521.5368","35744885207.7474","36371020781.5932","34274225646.7734","36916439412.2217","40012795477.3498","42098120670.739","43870032876.1806","44286757893.8727","45397843441.2562","47711708102.9115","51612451959.8343","55883993112.8985","61392611712.2845","69467622068.2431","76551536001.0809","77785442697.077","82509658741.9483","92335632700.2548","101225055032.51","107626885734.7","112605505019.799","118536343727.279","123955786339.583","131075880415.449","136211693037.233","140438434341.262","115410577991.74","134415382039.559","148891469563.936","159908398388.522","",
"Peru","PER","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139093797951.926","142180649724.391","141412150339.039","148827205340.358","167145402756.319","179533208858.076","184558295042.105","196511811765.999","195742394221.286","198668568105.535","204021437181.524","205282069984.498","216477187076.013","225493512003.322","236673938545.057","251549038356.395","270487911500.55","293529120670.695","320318256353.393","323828379591.387","350811246899.306","373007749457.116","395909398404.353","419080068044.432","429063214779.12","443017400751.14","460531290566.662","472131315936.481","490871866658.61","501870497646.821","446999457900.808","506697261408.824","520507296361.131","517643557313.445","",
"Philippines","PHL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283126473617.181","281890937770.952","283068196261.779","289244432888.471","301895018069.978","315858342273.919","334368739912.76","351710479274.008","349902368762.457","361611680724.691","377459330110.852","388968938941.494","403424016589.514","423945837811.198","451795808663.307","474125839632.91","499332345525.613","531885276934.827","554992965268.913","563031056381.58","604326569015.637","627642895066.805","670931122437.425","716222537885.49","761688254921.529","810042584409.764","867956228661.943","928114173538.502","986970399935.754","1047358437124.12","947667774087.591","1001824458376.1","1077772591518.08","1137544255404.18","",
"Palau","PLW","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272252388.115434","285606974.640454","267328054.138865","234446587.402719","251561262.665095","278981445.057067","307995563.729894","315079481.899782","321380973.734485","304026423.029876","296109889.993433","315358221.281692","331177131.614959","320502288.369907","333127020.402906","344499870.299612","344073653.848603","350108760.401426","330873941.410076","306850493.083434","304101448.449845","319666198.912719","323673045.355535","313845487.47082","328815917.223178","355778822.435479","354213395.616763","342666038.919657","343042971.562469","343729057.505593","323107287.554329","278538230.273198","274865845.668777","280025269.44333","",
"Papua New Guinea","PNG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12329045966.4808","13506087373.5688","15376556930.433","18175441792.5947","19255446365.9889","18617619568.0831","20057449630.3009","19274328641.5991","18547857373.1197","18892022881.4244","18420696761.327","18398354555.0898","18369119471.6234","18766646045.7447","19277319465.3375","20500426044.8566","21609487632.3151","23298309982.1166","23229240314.217","24808926562.9341","27321687295.6228","27624286901.8347","28910782980.6335","30016604912.6493","34081985030.4268","36324019447.6944","38318053067.3063","39672447116.0804","39561660901.0092","41334226882.2247","40024993336.1084","39820324154.1632","42093102651.4103","43370924970.1247","",
"Poland","POL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488636005387.022","454355361418.073","465782301587.04","483194689317.762","508769227819.8","549112895547.922","582575162595.757","619620571605.359","648257026192.884","678719821780.329","710323273628.646","719086848972.15","732758087729.869","758575874955.994","797193421189.976","823188485604.069","874243517193.018","933346294279.01","974262055589.444","999740261175.103","1031421305065.9","1085627265652.71","1102039579729.35","1109580182039.64","1153081368765.59","1204183248380.19","1240684182182.6","1304609910272.79","1386093998885.26","1449583454736.59","1420076185854.11","1518447457166.84","1598248809948.92","1600467702800.13","",
"Pre-demographic dividend","PRE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1319826213530.8","1201959095234.72","1228966642181.19","1225796668694.28","1227634887473.01","1269492438247.05","1342283285780.36","1430630982649.21","1535784365394.11","1606082320179.46","1697037289099.87","1766881224619.12","1861026743693.15","1838431771100.69","2060259376000.55","2183797462715.8","2320492038442.35","2461253418779.59","2617064413358.64","2740280112525.93","2918441845882.25","3044792413583.46","3206610644303.15","3390828388988.33","3569971339602.36","3679006327401.04","3789174561323.8","3857280125583.96","3960942011365.66","4095437547969.86","3983600743786.55","4100178281535.72","4270075854787","4356679696182.86","",
"Puerto Rico","PRI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94575186676.1451","96754568943.6171","101170497603.141","105869388681.626","110301037475.537","115318618551.132","117986754087.485","123744610582.38","130588585453.08","137626918348.923","142130022299.137","151103360827.666","152488161756.818","152569620635.003","165917443832.401","162620765875.556","160328765994.673","158464452377.222","155542155137.207","152505310994.331","151875076515.739","151330588224.709","151374890421.617","150910431905.648","149114049276.191","147549410420.248","145684836860.538","141481511164.76","135310898292.068","137577983403.616","131826020840.194","132333844622.722","137055662093.228","137827997374.654","",
"Korea, Dem. People's Rep.","PRK","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271449112812.021","283306571102.622","286393129145.499","280541323268.886","283248094120.592","295378988687.083","305730127715.966","319184904606.213","334531198005.629","347599917662.405","360864947733.526","367878979235.03","370715049811.629","367265468103.132","373834876496.35","376757696095.359","382880139158.754","392477335059.899","393730307815.28","381437740011.731","388065695674.298","381416083248.421","365965289144.03","362363800001.251","365050334306.943","370853898275.519","378286333648.094","390825469366.258","402340291448.26","413387287337.652","379470381418.221","400564219793.07","428547003049.113","439373305026.333","",
