country,technology,Year,wacc,ISO,inflation,gdp,unemployment,population,is_solar,is_wind_onshore,is_wind_offshore,GDP_PPP
Slovak Republic,solar pv,2015,0.0516666666666666,SVK,-0.185693219770044,16442.0760860018,11.492,5423801.0,1,0,0,181739320215.078
Slovak Republic,wind onshore,2015,0.0475,SVK,-0.185693219770044,16442.0760860018,11.492,5423801.0,0,1,0,181739320215.078
Republic of Slovenia,wind onshore,2014,0.11,SVN,0.631553050140269,20228.7077025728,9.668,2061980.0,0,1,0,77663757225.8574
Republic of Slovenia,wind onshore,2018,0.045,SVN,2.1809554232366,23293.9665948387,5.108,2073894.0,0,1,0,89948890942.7647
Republic of Slovenia,wind onshore,2013,0.11,SVN,1.1327980246691,19704.2184304723,10.103,2059953.0,0,1,0,75575727122.3695
Republic of Slovenia,solar pv,2015,0.0851,SVN,0.867195845770979,20697.2748530619,8.962,2063531.0,1,0,0,79522490703.2102
Republic of Slovenia,wind onshore,2015,0.0889666666666666,SVN,0.867195845770979,20697.2748530619,8.962,2063531.0,0,1,0,79522490703.2102
Republic of South Africa,solar pv,2019,0.1025,ZAF,4.61352469052481,6032.82972598668,28.468,59587885.0,1,0,0,
Republic of Mauritius,solar pv,2023,0.126255,MUS,8.507830178109,11319.2352240984,5.571,1261041.0,1,0,0,33531614722.4901
Republic of South Africa,solar pv,2012,0.078,ZAF,4.68520638813985,6121.55783860713,24.727,53782567.0,1,0,0,
Republic of Botswana,solar pv,2023,0.09687,BWA,2.12467971961613,7235.92910677284,23.381,2480244.0,1,0,0,46743299628.899
Republic of South Africa,wind onshore,2020,0.0751333333333333,ZAF,5.3913943350576,5569.58483319272,29.217,60562381.0,0,1,0,
Republic of South Africa,solar pv,2022,0.11,ZAF,4.99247138395964,5783.86090401536,33.268,62378410.0,1,0,0,
Republic of South Africa,solar pv,2020,0.0689,ZAF,5.3913943350576,5569.58483319272,29.217,60562381.0,1,0,0,
Republic of South Africa,solar pv,2013,0.072,ZAF,5.84411140067347,6170.87670863373,24.561,54678791.0,1,0,0,
Republic of Uganda,solar pv,2020,0.0797,UGA,2.72148444149991,917.0350317644,3.831,44457152.0,1,0,0,119056656372.302
Republic of Kenya,wind onshore,2020,0.0716,KEN,4.94885283291357,1609.33414078281,5.619,52217334.0,0,1,0,264084005302.165
Kingdom of Spain,wind onshore,2014,0.1,ESP,-0.220686783271887,24937.0366118341,24.441,46480882.0,0,1,0,1920659343176.12
Kingdom of Spain,solar pv,2019,0.0516666666666666,ESP,1.42867121354817,28291.6306843873,14.104,47134837.0,1,0,0,2209688877696.92
Kingdom of Spain,solar pv,2018,0.0527333333333333,ESP,1.18735474303686,27947.3177652619,15.255,46797754.0,1,0,0,2167186481680.34
Kingdom of Spain,wind onshore,2018,0.0527333333333333,ESP,1.18735474303686,27947.3177652619,15.255,46797754.0,0,1,0,2167186481680.34
Kingdom of Spain,wind onshore,2019,0.0516666666666666,ESP,1.42867121354817,28291.6306843873,14.104,47134837.0,0,1,0,2209688877696.92
Kingdom of Spain,wind onshore,2013,0.1,ESP,0.438174975884493,24490.2279309777,26.094,46620045.0,0,1,0,1891893370798.77
Kingdom of Spain,wind onshore,2015,0.07625,ESP,0.55244184266985,25969.8383138327,22.057,46444832.0,0,1,0,1998654758809.54
Kingdom of Spain,solar pv,2020,0.0473928571428571,ESP,1.133914569064,25073.7209751005,15.532,47365655.0,1,0,0,1967947353128.69
Kingdom of Spain,wind offshore,2020,0.0676,ESP,1.133914569064,25073.7209751005,15.532,47365655.0,0,0,1,1967947353128.69
Kingdom of Spain,wind onshore,2020,0.04255,ESP,1.133914569064,25073.7209751005,15.532,47365655.0,0,1,0,1967947353128.69
Kingdom of Spain,wind onshore,2008,0.059,ESP,2.45204362701759,27112.5262998815,11.254,45954106.0,0,1,0,2064550202795.92
Democratic Socialist Republic of Sri Lanka,solar pv,2023,0.31779,LKA,17.5191628455588,3968.6762893616,5.997,22037000.0,1,0,0,287131619018.335
Kingdom of Sweden,wind onshore,2014,0.082,SWE,1.83270691050184,49556.7005007699,7.954,9696110.0,0,1,0,553506175895.864
Kingdom of Sweden,wind onshore,2018,0.0553333333333333,SWE,2.61612019490897,52363.3829181296,6.365,10175214.0,0,1,0,613753246048.856
Kingdom of Sweden,wind onshore,2019,0.059,SWE,2.42065007708676,53156.8613091273,6.833,10278887.0,0,1,0,629401792506.576
Kingdom of Sweden,solar pv,2023,0.0467972,SWE,6.14906969650426,54449.7982042953,7.611,10536632.0,1,0,0,660877004663.215
Kingdom of Sweden,wind onshore,2013,0.082,SWE,1.01164751434032,48927.5973053354,8.052,9600379.0,0,1,0,541084161540.457
Kingdom of Sweden,solar pv,2015,0.018,SWE,2.25343232544076,51197.9529341175,7.432,9799186.0,1,0,0,577916576902.076
Kingdom of Sweden,wind onshore,2015,0.0725,SWE,2.25343232544076,51197.9529341175,7.432,9799186.0,0,1,0,577916576902.076
Kingdom of Sweden,solar pv,2020,0.0323,SWE,1.79366288715698,51715.78104096,8.291,10353442.0,1,0,0,616780162313.504
Kingdom of Sweden,wind onshore,2020,0.0405,SWE,1.79366288715698,51715.78104096,8.291,10353442.0,0,1,0,616780162313.504
Kingdom of Sweden,wind onshore,2008,0.047,SWE,3.36159327618984,48427.7563778,6.235,9219637.0,0,1,0,514316817087.756
Kingdom of Sweden,wind onshore,2010,0.0761,SWE,1.03025947287551,48204.6580784176,8.61,9378126.0,0,1,0,520748016101.672
Kingdom of Sweden,wind onshore,2016,0.05264,SWE,1.65202001199931,51746.6969632478,6.99,9923085.0,0,1,0,591496118524.505
Swiss Confederation,wind onshore,2017,0.0397,CHE,-0.367869216813958,84967.5885484699,4.797,8451840.0,0,1,0,655602508242.993
Swiss Confederation,wind onshore,2008,0.049,CHE,1.44992801006573,82481.068036134,3.35,7647675.0,0,1,0,575863757008.963
Republic of China,wind offshore,2020,0.0603,TWN,,,,,0,0,1,
Republic of South Africa,solar pv,2015,0.0685,ZAF,5.54552812339873,6112.27382485974,25.149,56723537.0,1,0,0,
Kingdom of Thailand,solar pv,2016,0.115,THA,2.63616761998928,5857.78052935926,0.688,70859841.0,1,0,0,1372549441171.44
Kingdom of the Netherlands,wind onshore,2020,0.033,NLD,2.3557302816255,47086.5803832096,3.82,17441500.0,0,1,0,1131293925467.67
Kingdom of the Netherlands,wind offshore,2019,0.0465,NLD,3.02788368438249,49254.0158758866,3.379,17344874.0,0,0,1,1176812483869.51
Kingdom of the Netherlands,wind onshore,2018,0.053,NLD,2.53340287057884,48463.0299572209,3.832,17231624.0,0,1,0,1150353304209.32
Kingdom of the Netherlands,solar pv,2018,0.055,NLD,2.53340287057884,48463.0299572209,3.832,17231624.0,1,0,0,1150353304209.32
Kingdom of the Netherlands,wind onshore,2019,0.0483333333333333,NLD,3.02788368438249,49254.0158758866,3.379,17344874.0,0,1,0,1176812483869.51
Kingdom of the Netherlands,solar pv,2019,0.055,NLD,3.02788368438249,49254.0158758866,3.379,17344874.0,1,0,0,1176812483869.51
Kingdom of the Netherlands,wind onshore,2013,0.0633,NLD,1.1449273315191,44487.0306140116,7.241,16804432.0,0,1,0,1029797250356.56
Kingdom of the Netherlands,wind onshore,2015,0.0425,NLD,0.888432968331628,45793.8135434697,6.872,16939923.0,0,1,0,1068593959580.97
Kingdom of Saudi Arabia,solar pv,2017,0.042,SAU,6.38731634132101,22219.9383333817,5.89,30977355.0,1,0,0,1624199697202.14
Kingdom of Morocco,wind onshore,2018,0.05552,MAR,0.939181637531973,3304.7119140625,9.271,35839760.0,0,1,0,313170965464.504
Republic of Türkiye,wind onshore,2020,0.07185,TUR,14.7893415893496,12179.6626536773,13.148,83384680.0,0,1,0,2366336484467.21
Republic of Senegal,solar pv,2022,0.09,SEN,8.72786615579552,1432.86013001798,2.837,17651103.0,1,0,0,74624158025.0923
Republic of Kenya,solar pv,2020,0.0691,KEN,4.94885283291357,1609.33414078281,5.619,52217334.0,1,0,0,264084005302.165
Republic of Uganda,solar pv,2014,0.066,UGA,5.10630732385718,845.978664791099,2.348,36395539.0,1,0,0,89915317733.6013
United Kingdom of Great Britain and Northern Ireland,wind onshore,2014,0.065,GBR,1.31890253888587,44336.537861323,6.363,64602298.0,0,1,0,3182571185967.55
United Kingdom of Great Britain and Northern Ireland,solar pv,2019,0.055,GBR,2.13295141520851,47234.2466070513,3.613,66836327.0,1,0,0,3507825255047.47
United Kingdom of Great Britain and Northern Ireland,wind onshore,2016,0.065,GBR,1.96415133662747,45482.4668618551,4.867,65611593.0,0,1,0,3315835498387.33
United Kingdom of Great Britain and Northern Ireland,wind offshore,2018,0.07,GBR,1.92064708685382,46742.1481190493,4.12,66460344.0,0,0,1,3451752394826.91
United Kingdom of Great Britain and Northern Ireland,solar pv,2018,0.055,GBR,1.92064708685382,46742.1481190493,4.12,66460344.0,1,0,0,3451752394826.91
United Kingdom of Great Britain and Northern Ireland,wind onshore,2018,0.0564,GBR,1.92064708685382,46742.1481190493,4.12,66460344.0,0,1,0,3451752394826.91
United Kingdom of Great Britain and Northern Ireland,wind onshore,2019,0.033475,GBR,2.13295141520851,47234.2466070513,3.613,66836327.0,0,1,0,3507825255047.47
United Kingdom of Great Britain and Northern Ireland,wind onshore,2013,0.065,GBR,2.10944102288553,43281.5764200721,7.704,64128273.0,0,1,0,3084047067601.58
United Kingdom of Great Britain and Northern Ireland,wind onshore,2015,0.06,GBR,0.658400581149991,44964.3911437292,5.517,65116219.0,0,1,0,3253316193244.31
United Kingdom of Great Britain and Northern Ireland,solar pv,2015,0.06,GBR,0.658400581149991,44964.3911437292,5.517,65116219.0,1,0,0,3253316193244.31
United Kingdom of Great Britain and Northern Ireland,solar pv,2013,0.041975363,GBR,2.10944102288553,43281.5764200721,7.704,64128273.0,1,0,0,3084047067601.58
United Kingdom of Great Britain and Northern Ireland,solar pv,2017,0.029532818,GBR,1.85511700587182,46374.5811167058,4.452,66058859.0,1,0,0,3403920830649.13
United Kingdom of Great Britain and Northern Ireland,solar pv,2020,0.0335,GBR,4.96982052549251,42215.8837450989,4.472,67081234.0,1,0,0,3146627334302.08
United Kingdom of Great Britain and Northern Ireland,wind offshore,2020,0.0396,GBR,4.96982052549251,42215.8837450989,4.472,67081234.0,0,0,1,3146627334302.08
United Kingdom of Great Britain and Northern Ireland,wind onshore,2020,0.0345,GBR,4.96982052549251,42215.8837450989,4.472,67081234.0,0,1,0,3146627334302.08
United Kingdom of Great Britain and Northern Ireland,wind offshore,2012,0.135,GBR,1.54274315899465,42802.0207834042,8.25,63700215.0,0,0,1,3029518119809.81
Ukraine,solar pv,2020,0.1385,UKR,10.2949601365333,2324.107421875,9.475,44680014.0,1,0,0,721606765394.667
Ukraine,wind onshore,2020,0.1385,UKR,10.2949601365333,2324.107421875,9.475,44680014.0,0,1,0,721606765394.667
United Arab Emirates,solar pv,2014,0.05,ARE,-0.668049355939203,43023.1904165525,2.002,8059440.0,1,0,0,559397969508.738
United Arab Emirates,solar pv,2016,0.039,ARE,-5.52947860546242,43745.2881662331,1.64,8935095.0,1,0,0,630585329389.798
United Arab Emirates,solar pv,2015,0.036,ARE,-16.2670060316676,43534.9972681733,1.793,8505237.0,1,0,0,597363039191.564
Kingdom of Morocco,solar pv,2018,0.0425276,MAR,0.939181637531973,3304.7119140625,9.271,35839760.0,1,0,0,313170965464.504
Hashemite Kingdom of Jordan,solar pv,2015,0.057,JOR,2.16975211695323,4042.75678097555,13.075,9544729.0,1,0,0,91454628503.294
Oriental Republic of Uruguay,wind onshore,2020,0.042,URY,10.9766432085298,16439.3140406635,10.413,3398968.0,0,1,0,94734678136.4358
United States of America,solar pv,2023,0.058440072,USA,3.59839135378053,65875.177881434,3.638,334914895.0,1,0,0,24977117772096.2
United States of America,wind onshore,2010,0.06692,USA,1.21528668186946,52821.4047643404,9.633,309327143.0,0,1,0,18497542558601.3
United States of America,wind onshore,2016,0.0597799999999999,USA,0.950322479212474,57658.6708825722,4.869,323071755.0,0,1,0,21088693545824.5
United States of America,solar pv,2017,0.03,USA,1.79080328489228,58703.1440780161,4.355,325122128.0,1,0,0,21606973981864.9
United States of America,solar pv,2018,0.031,USA,2.29089027694276,60127.2102762459,3.896,326838199.0,1,0,0,22247945960330.3
United States of America,solar pv,2020,0.06244812,USA,1.32883273821459,59493.1459820135,8.055,331526933.0,1,0,0,22329130338514.2
United States of America,wind offshore,2020,0.05192,USA,1.32883273821459,59493.1459820135,8.055,331526933.0,0,0,1,22329130338514.2
United States of America,wind onshore,2020,0.0514333333333333,USA,1.32883273821459,59493.1459820135,8.055,331526933.0,0,1,0,22329130338514.2
United States of America,wind onshore,2017,0.06,USA,1.79080328489228,58703.1440780161,4.355,325122128.0,0,1,0,21606973981864.9
United States of America,wind onshore,2015,0.061,USA,0.928042794757729,57040.2082136605,5.28,320738994.0,0,1,0,20711851459007.1
United States of America,wind onshore,2008,0.075,USA,1.92670969899538,53703.9628961266,5.784,304093966.0,0,1,0,18488436872853.9
Bolivarian Republic of Venezuela,solar pv,2023,0.245862,VEN,,,5.485,28300854.0,1,0,0,
Socialist Republic of Vietnam,solar pv,2023,0.1366,VNM,1.90623130183931,3760.39771392507,1.645,100352192.0,1,0,0,1353939673735.47
Socialist Republic of Vietnam,solar pv,2022,0.0975,VNM,4.05124231712631,3603.86454848348,1.523,99680655.0,1,0,0,1288896409184.75
Socialist Republic of Vietnam,wind offshore,2022,0.1125,VNM,4.05124231712631,3603.86454848348,1.523,99680655.0,0,0,1,1288896409184.75
Socialist Republic of Vietnam,solar pv,2020,0.069075,VNM,1.46747814810814,3303.16949807493,2.103,98079191.0,1,0,0,1162375387665.02
Socialist Republic of Vietnam,wind offshore,2020,0.0808,VNM,1.46747814810814,3303.16949807493,2.103,98079191.0,0,0,1,1162375387665.02
Socialist Republic of Vietnam,wind onshore,2020,0.0675666666666666,VNM,1.46747814810814,3303.16949807493,2.103,98079191.0,0,1,0,1162375387665.02
Socialist Republic of Vietnam,solar pv,2016,0.1,VNM,1.81953592779914,2715.57887431272,1.848,94000117.0,1,0,0,915860832928.699
Republic of Yemen,solar pv,2020,0.0964,YEM,,951.130341070454,17.953,36134863.0,1,0,0,
Republic of Kenya,solar pv,2022,0.0875,KEN,6.95705445631218,1747.53198804428,5.707,54252461.0,1,0,0,297937902775.433
Republic of Zambia,solar pv,2016,0.038,ZMB,13.5761011694227,1303.57513869133,5.239,16914423.0,1,0,0,60860997487.8084
